,Basisschool advies,Voorkeur 1,Voorkeur 2,Voorkeur 3,Voorkeur 4,Voorkeur 5,Voorkeur 6,Voorkeur 7,Voorkeur 8,Voorkeur 9,Voorkeur 10,Voorkeur 11,Voorkeur 12,Voorkeur 13,Voorkeur 14,Voorkeur 15,Voorkeur 16,Voorkeur 17,Voorkeur 18,Voorkeur 19,Voorkeur 20,Voorkeur 21,Voorkeur 22
46,havo,Vinse School - v.a. vmbo-t,Bernard Nieuwentijt College (Monnickendam) - Kansrijk HAVO - vmbo-t/havo,Metis Montessori Lyceum - Technasium vwo - vwo,Gerrit van der Veen College - vwo,CSB - Kansrijk VWO - havo/vwo,College De Meer - Kansrijk HAVO (icm Havo de Hof) - vmbo-t/havo,Bredero Mavo - Tweetalig - v.a. vmbo-t,Vox College - v.a. havo,Montessori Lyceum Oostpoort - Kansrijk HAVO - vmbo-t/havo,Cornelius Haga Lyceum - vwo,Berlage Lyceum - Kansrijk VWO - Tweetalig - havo/vwo,Comenius Lyceum Amsterdam - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,havo,De nieuwe Havo - v.a. havo,Montessori Lyceum Amsterdam - v.a. vmbo-t,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. vmbo-t,Spring High - v.a. vmbo-t,Alasca - v.a. havo,Hyperion Lyceum - vwo,Mediacollege Amsterdam - Kansrijk Kader - vmbo-b/k,Berlage Lyceum - Tweetalig - v.a. vmbo-t,Wellantcollege Sloten - vmbo-t,Berlage Lyceum - Kansrijk VWO - Tweetalig - havo/vwo,Geert Groote College - v.a. havo,Comenius Lyceum Amsterdam - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,havo,SvPO Amsterdam - v.a. havo,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. havo,Calandlyceum - vmbo-t,Zuiderlicht College - Kansrijk Kader - vmbo-b/k,Bredero Mavo - v.a. vmbo-t,Geert Groote College - Kansrijk HAVO - vmbo-t/havo,Wellantcollege Linnaeus - v.a. vmbo-b,Hervormd Lyceum West - Kansrijk HAVO - vmbo-t/havo,Berlage Lyceum - Kansrijk VWO - Tweetalig - havo/vwo,Bindelmeer College - Kansrijk Kader - vmbo-b/k,DENISE - Denise TL - v.a. vmbo-t,Bernard Nieuwentijt College (Monnickendam) - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,havo,Geert Groote College - v.a. havo,Huygens College - Kansrijk Kader - vmbo-b/k,Zuiderlicht College - v.a. vmbo-b,Damstede - vwo,Bredero Mavo - Tweetalig - v.a. vmbo-t,St. Nicolaaslyceum - vwo,Hervormd Lyceum West - v.a. vmbo-t,Het Amsterdams Lyceum - vwo,Hubertus & Berkhoff - v.a. vmbo-b,Vox College - v.a. vmbo-b,St. Nicolaaslyceum - v.a. havo,SvPO Amsterdam - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,havo,Lumion - v.a. havo,Clusius College - Kansrijk Kader - vmbo-b/k,Havo de Hof - v.a. havo,Over-Y - v.a. vmbo-t,Gerrit van der Veen College - kunst+klas  - v.a. havo,Cartesius Lyceum - Kansrijk VWO - havo/vwo,Het 4e Gymnasium - vwo,Sweelinck College - Kansrijk HAVO - vmbo-t/havo,Wellantcollege Sloten - v.a. vmbo-b,Sweelinck College - v.a. vmbo-t,Pieter Nieuwland College - plus - vwo,Vox College - v.a. vmbo-t,Pieter Nieuwland College - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,havo,Metis Montessori Lyceum - Technasium havo/vwo - v.a. havo,Cburg College - v.a. vmbo-b,Bernard Nieuwentijt College (Monnickendam) - v.a. havo,Vox College - v.a. vmbo-t,Montessori Lyceum Amsterdam - vwo,Zuiderlicht College - Talentendansklas - v.a. vmbo-b,Calandlyceum - Kansrijk VWO - havo/vwo,Cartesius Lyceum - v.a. havo,Hervormd Lyceum Zuid - Kansrijk VWO - havo/vwo,Vox College - Kansrijk HAVO - vmbo-t/havo,Lumion - v.a. vmbo-t,Comenius Lyceum Amsterdam - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,havo,Cornelius Haga Lyceum - v.a. havo,Montessori Lyceum Oostpoort - Kansrijk HAVO - vmbo-t/havo,Montessori Lyceum Oostpoort - v.a. havo,Ir. Lely Lyceum - Kansrijk HAVO - vmbo-t/havo,IJburg College - v.a. vmbo-t,Hubertus & Berkhoff - Tweetalig - vmbo-k,Hervormd Lyceum Zuid - v.a. havo,Wellantcollege Sloten - vmbo-t,Ir. Lely Lyceum - Kansrijk HAVO-Technasium - vmbo-t/havo,Kiem Montessori - v.a. vmbo-t,Mundus College - vmbo-k,College De Meer - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,havo,Havo de Hof - v.a. havo,Hervormd Lyceum Zuid - vwo,Calandlyceum - vmbo-t/havo,Montessori Lyceum Amsterdam - vwo,Amsterdams Beroepscollege Noorderlicht - v.a. vmbo-b,Gerrit van der Veen College - v.a. havo,Hervormd Lyceum West - v.a. vmbo-t,St. Nicolaaslyceum - v.a. havo,IVKO - DAMU - v.a. vmbo-t,Hervormd Lyceum West - Tweetalig - vwo,Hervormd Lyceum Zuid - Universalis - vwo,Pieter Nieuwland College - v.a. havo,DENISE - Denise Havo - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,havo,Calandlyceum - LOOT - v.a. vmbo-t,Mediacollege Amsterdam - v.a. vmbo-b,Open Schoolgemeenschap Bijlmer - v.a. vmbo-t,Spinoza Lyceum - Muziekplus - v.a. havo,Mundus College - vmbo-k,IVKO - v.a. vmbo-t,DENISE - Denise VWO - vwo,Ir. Lely Lyceum - Kansrijk HAVO-Technasium - vmbo-t/havo,Mediacollege Amsterdam - vmbo-t,Calandlyceum - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,havo,St. Nicolaaslyceum - v.a. havo,Hubertus & Berkhoff - v.a. vmbo-b,Wellantcollege Sloten - vmbo-t,Gerrit van der Veen College - vwo,St. Nicolaaslyceum - Tweetalig Onderwijs - vwo,Xplore - v.a. vmbo-t,Joodse Scholengemeenschap Maimonides  - v.a. vmbo-t,Mediacollege Amsterdam - v.a. vmbo-b,Hervormd Lyceum West - Tweetalig - vwo,Hervormd Lyceum Zuid - Universalis - vwo,DENISE - Denise TL - v.a. vmbo-t,Calvijn College - Kansrijk Kader - vmbo-b/k,Mundus College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,havo,Gerrit van der Veen College - v.a. havo,Alasca - v.a. havo,Berlage Lyceum - Tweetalig - vwo,Comenius Lyceum Amsterdam - Kansrijk HAVO - vmbo-t/havo,Xplore - v.a. vmbo-t,Panta Rhei - Kansrijk Kader - vmbo-b/k,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. vmbo-t,Calandlyceum - Technasium - havo/vwo,Calandlyceum - Kansrijk HAVO - vmbo-t/havo,College De Meer - v.a. vmbo-b,College De Meer - v.a. vmbo-t,CSB - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,havo,Fons Vitae Lyceum - v.a. havo,Clusius College - v.a. vmbo-b,Geert Groote College - vwo,Amsterdams Beroepscollege Noorderlicht - v.a. vmbo-b,Hervormd Lyceum West - Tweetalig - vwo,Marcanti College - v.a. havo,Sweelinck College - v.a. vmbo-t,Pieter Nieuwland College - vwo,Vox College - vwo,Spinoza Lyceum - Kansrijk VWO - havo/vwo,Open Schoolgemeenschap Bijlmer - v.a. havo,Hervormd Lyceum West - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,havo,St. Nicolaaslyceum - v.a. havo,Clusius College - Kansrijk Kader - vmbo-b/k,Marcanti College - v.a. havo,Huygens College - v.a. vmbo-b,DENISE - Denise VWO - vwo,De Amsterdamse MAVO - v.a. vmbo-t,DENISE - Denise Havo - v.a. havo,Wellantcollege Sloten - v.a. vmbo-b,Metis Montessori Lyceum - Coderclass of Metisprofiel vwo - vwo,Open Schoolgemeenschap Bijlmer - v.a. havo,Comenius Lyceum Amsterdam - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,havo,Fons Vitae Lyceum - v.a. havo,Calvijn College - Kansrijk Kader - vmbo-b/k,Pieter Nieuwland College - Kansrijk VWO - havo/vwo,Open Schoolgemeenschap Bijlmer - vwo,Calandlyceum - Kansrijk HAVO - vmbo-t/havo,IJburg College - v.a. vmbo-t,Ir. Lely Lyceum - Technasium - v.a. vmbo-t,Comenius Lyceum Amsterdam - v.a. havo,IVKO - Kansrijk HAVO - vmbo-t/havo,Cygnus gymnasium - vwo,Fons Vitae Lyceum - vwo,Comenius Lyceum Amsterdam - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,havo,Fons Vitae Lyceum - v.a. havo,Ignatiusgymnasium - vwo,Damstede - vwo,Fons Vitae Lyceum - vwo,Hervormd Lyceum Zuid - vwo,Mediacollege Amsterdam - Kansrijk Kader - vmbo-b/k,Het Amsterdams Lyceum - vwo,IVKO - v.a. vmbo-t,Mundus College - vmbo-t,Pieter Nieuwland College - v.a. havo,Geert Groote College - v.a. havo,Montessori Lyceum Oostpoort - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,havo,Gerrit van der Veen College - v.a. havo,Vox College - v.a. vmbo-t,Calandlyceum - vmbo-t/havo,Gerrit van der Veen College - vwo,Hervormd Lyceum West - Kansrijk HAVO - vmbo-t/havo,College De Meer - v.a. vmbo-b,Comenius Lyceum Amsterdam - vwo,Hervormd Lyceum Zuid - Universalis - vwo,Calandlyceum - vwo,Wellantcollege Sloten - vmbo-t,IVKO - v.a. havo,Berlage Lyceum - Tweetalig - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,havo,Vox College - v.a. havo,IJburg College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,havo,Havo de Hof - v.a. havo,Spinoza20first - v.a. vmbo-t,Over-Y - havo,Calandlyceum - Kansrijk HAVO - vmbo-t/havo,IVKO - v.a. vmbo-t,College De Meer - Kansrijk HAVO (icm Havo de Hof) - vmbo-t/havo,Bindelmeer College - Kansrijk Kader - vmbo-b/k,Mediacollege Amsterdam - v.a. vmbo-b,Marcanti College - vwo,Open Schoolgemeenschap Bijlmer - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,havo,Spinoza Lyceum - v.a. havo,Over-Y - havo,Wellantcollege Sloten - v.a. vmbo-b,Pieter Nieuwland College - plus - vwo,Bindelmeer College - Kansrijk Kader - vmbo-b/k,Mediacollege Amsterdam - Kansrijk Kader - vmbo-b/k,CSB - Kansrijk HAVO - vmbo-t/havo,St. Nicolaaslyceum - Tweetalig Onderwijs - v.a. havo,Calandlyceum - vwo,Bernard Nieuwentijt College (Monnickendam) - v.a. vmbo-t,Spring High - v.a. vmbo-t,Over-Y - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,havo,Berlage Lyceum - Tweetalig - v.a. havo,Fons Vitae Lyceum - vwo,CSB - Kansrijk HAVO - vmbo-t/havo,Gerrit van der Veen College - vwo,Cygnus gymnasium - vwo,Mundus College - v.a. vmbo-b,Calandlyceum - havo,Lumion - Kansrijk VWO - havo/vwo,Pieter Nieuwland College - vwo,Vox College - Kansrijk VWO - havo/vwo,Montessori Lyceum Oostpoort - v.a. vmbo-b,Montessori Lyceum Oostpoort - Kansrijk VWO - havo/vwo,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,havo,Fons Vitae Lyceum - v.a. havo,Hervormd Lyceum Zuid - Universalis - vwo,Ir. Lely Lyceum - Kansrijk VWO - havo/vwo,Hyperion Lyceum - vwo,Montessori Lyceum Amsterdam - Gymnasium - vwo,Amsterdams Beroepscollege Noorderlicht - vmbo-k,Cburg College - Kansrijk Kader - vmbo-b/k,Berlage Lyceum - Tweetalig - v.a. havo,Ir. Lely Lyceum - Kansrijk HAVO-Technasium - vmbo-t/havo,Damstede - vwo,Spinoza Lyceum - v.a. vmbo-t,Havo de Hof - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,havo,Ir. Lely Lyceum - v.a. vmbo-t,Open Schoolgemeenschap Bijlmer - vwo,Geert Groote College - Kansrijk HAVO - vmbo-t/havo,Berlage Lyceum - Tweetalig - v.a. vmbo-t,Kiem Montessori - v.a. vmbo-t,Marcanti College - v.a. vmbo-b,Berlage Lyceum - Kansrijk VWO - Tweetalig - havo/vwo,IVKO - v.a. havo,Montessori Lyceum Oostpoort - Kansrijk Kader - vmbo-b/k,Comenius Lyceum Amsterdam - Kansrijk VWO - havo/vwo,Hubertus & Berkhoff - v.a. vmbo-b,Metis Montessori Lyceum - Coderclass of Metisprofiel havo/vwo - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,havo,Metis Montessori Lyceum - Technasium havo/vwo - v.a. havo,Alasca - v.a. havo,Comenius Lyceum Amsterdam - v.a. vmbo-t,Spinoza Lyceum - Kansrijk VWO - havo/vwo,Mediacollege Amsterdam - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,havo,Spinoza20first - v.a. vmbo-t,College De Meer - v.a. vmbo-t,Spring High - v.a. vmbo-t,Amsterdams Beroepscollege Noorderlicht - v.a. vmbo-b,Vossius Gymnasium - vwo,Berlage Lyceum - Kansrijk VWO - Tweetalig - havo/vwo,Metis Montessori Lyceum - Coderclass of Metisprofiel vwo - vwo,Montessori Lyceum Oostpoort - v.a. vmbo-b,Panta Rhei - v.a. vmbo-b,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. vmbo-t,Vox College - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,havo,Montessori Lyceum Amsterdam - v.a. havo,Open Schoolgemeenschap Bijlmer - vmbo-k,Zuiderlicht College - Kansrijk Kader - vmbo-b/k,Lumion - vwo,Sweelinck College - v.a. vmbo-t,Cornelius Haga Lyceum - vwo,Spinoza Lyceum - Muziekplus - v.a. havo,Cornelius Haga Lyceum - v.a. vmbo-t,Hubertus & Berkhoff - v.a. vmbo-t,Spinoza Lyceum - Kansrijk VWO - havo/vwo,Spinoza Lyceum - vwo,Marcanti College - vmbo-k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,havo,Spinoza20first - v.a. vmbo-t,Hervormd Lyceum Zuid - v.a. havo,Calandlyceum - Kansrijk VWO - havo/vwo,Het 4e Gymnasium - vwo,Geert Groote College - vwo,Mundus College - v.a. vmbo-b,Open Schoolgemeenschap Bijlmer - v.a. havo,Pieter Nieuwland College - Kansrijk VWO - havo/vwo,Vox College - v.a. havo,De nieuwe Havo - v.a. havo,Mediacollege Amsterdam - vmbo-k,Gerrit van der Veen College - kunst+klas  - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,havo,Comenius Lyceum Amsterdam - v.a. havo,Kiem Montessori - v.a. vmbo-t,College De Meer - v.a. vmbo-b,Spinoza Lyceum - Muziekplus - v.a. havo,Hervormd Lyceum Zuid - Kansrijk VWO - havo/vwo,Montessori Lyceum Amsterdam - vwo,Bernard Nieuwentijt College (Monnickendam) - v.a. vmbo-t,Bredero Beroepscollege - v.a. vmbo-b,Calvijn College - Kansrijk Kader - vmbo-b/k,Huygens College - v.a. vmbo-b,Mediacollege Amsterdam - vmbo-k,Calvijn College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,havo,Fons Vitae Lyceum - v.a. havo,Spinoza Lyceum - Kansrijk VWO - havo/vwo,Xplore - v.a. vmbo-t,CSB - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,havo,Pieter Nieuwland College - v.a. havo,Cartesius Lyceum - Kansrijk VWO - havo/vwo,Mundus College - v.a. vmbo-b,Metis Montessori Lyceum - Coderclass of Metisprofiel vwo - vwo,Hubertus & Berkhoff - v.a. vmbo-t,SvPO Amsterdam - v.a. havo,Montessori Lyceum Oostpoort - v.a. vmbo-b,Montessori Lyceum Amsterdam - vwo,Vox College - Kansrijk HAVO - vmbo-t/havo,Lumion - v.a. havo,Calvijn College - v.a. vmbo-b,Geert Groote College - Kansrijk VWO - havo/vwo,Vox College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,havo,Comenius Lyceum Amsterdam - v.a. havo,Montessori Lyceum Oostpoort - v.a. vmbo-b,CSB - Kansrijk VWO - havo/vwo,Metis Montessori Lyceum - Coderclass of Metisprofiel vwo - vwo,Sweelinck College - v.a. vmbo-t,Cburg College - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,havo,Spinoza20first - v.a. vmbo-t,Ir. Lely Lyceum - Kansrijk HAVO - vmbo-t/havo,Hervormd Lyceum West - Kansrijk HAVO - vmbo-t/havo,Cygnus gymnasium - vwo,St. Nicolaaslyceum - vwo,Wellantcollege Linnaeus - v.a. vmbo-b,Spinoza Lyceum - Kansrijk VWO - havo/vwo,Gerrit van der Veen College - kunst+klas  - v.a. havo,Montessori Lyceum Oostpoort - Kansrijk Kader - vmbo-b/k,CSB - Kansrijk VWO - havo/vwo,Comenius Lyceum Amsterdam - v.a. vmbo-t,Marcanti College - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,havo,Open Schoolgemeenschap Bijlmer - v.a. havo,College De Meer - Kansrijk HAVO (icm Havo de Hof) - vmbo-t/havo,Comenius Lyceum Amsterdam - Kansrijk VWO - havo/vwo,Calandlyceum - Technasium - havo/vwo,Bindelmeer College - v.a. vmbo-b,Vinse School - v.a. vmbo-t,Gerrit van der Veen College - kunst+klas  - v.a. havo,Montessori Lyceum Amsterdam - v.a. vmbo-t,Clusius College - Kansrijk Kader - vmbo-b/k,IJburg College - v.a. vmbo-b,Metis Montessori Lyceum - Technasium havo/vwo - v.a. havo,Mediacollege Amsterdam - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,havo,Fons Vitae Lyceum - v.a. havo,Ir. Lely Lyceum - Kansrijk VWO-Technasium - havo/vwo,Zuiderlicht College - Kansrijk Kader - vmbo-b/k,St. Nicolaaslyceum - Tweetalig Onderwijs - v.a. havo,Wellantcollege Linnaeus - v.a. vmbo-b,DENISE - Denise TL - v.a. vmbo-t,SvPO Amsterdam - Kansrijk VWO - havo/vwo,CSB - v.a. vmbo-t,Calandlyceum - LOOT - v.a. vmbo-t,Calandlyceum - vmbo-t,St. Nicolaaslyceum - v.a. havo,IVKO - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,havo,Havo de Hof - v.a. havo,Mundus College - vmbo-k,Cygnus gymnasium - vwo,Calandlyceum - Technasium - vwo,Wellantcollege Linnaeus - v.a. vmbo-b,Mundus College - vmbo-t,Mediacollege Amsterdam - vmbo-t,Marcanti College - vmbo-k,IVKO - v.a. havo,Ir. Lely Lyceum - v.a. vmbo-t,Metis Montessori Lyceum - Coderclass of Metisprofiel havo/vwo - v.a. havo,Zuiderlicht College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,havo,Sweelinck College - v.a. vmbo-t,Spring High - v.a. vmbo-t,Geert Groote College - Kansrijk VWO - havo/vwo,Spinoza Lyceum - Muziekplus - v.a. havo,Damstede - v.a. havo,Cburg College - Kansrijk Kader - vmbo-b/k,Hervormd Lyceum West - v.a. vmbo-t,Spinoza Lyceum - Gymnasium - vwo,De nieuwe Havo - v.a. havo,Calandlyceum - havo/vwo,Cartesius Lyceum - vwo,Barlaeus Gymnasium - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,havo,Pieter Nieuwland College - v.a. havo,Montessori Lyceum Oostpoort - v.a. vmbo-b,Bindelmeer College - v.a. vmbo-b,Mundus College - vmbo-t,IJburg College - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,havo,Gerrit van der Veen College - v.a. havo,Montessori Lyceum Oostpoort - Kansrijk Kader - vmbo-b/k,St. Nicolaaslyceum - Tweetalig Onderwijs - vwo,IJburg College - v.a. vmbo-t,Alasca - vwo,Hervormd Lyceum Zuid - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,havo,Lumion - v.a. havo,Mundus College - vmbo-k,DENISE - Denise TL - v.a. vmbo-t,IVKO - DAMU - v.a. vmbo-t,Berlage Lyceum - Kansrijk VWO - Tweetalig - havo/vwo,Calandlyceum - vwo,Marcanti College - vwo,Montessori Lyceum Amsterdam - v.a. vmbo-t,Berlage Lyceum - Tweetalig - v.a. vmbo-t,Lumion - vwo,Cornelius Haga Lyceum - v.a. vmbo-t,Open Schoolgemeenschap Bijlmer - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,havo,Alasca - v.a. havo,Gerrit van der Veen College - kunst+klas  - v.a. havo,Berlage Lyceum - Tweetalig - vwo,St. Nicolaaslyceum - vwo,Marcanti College - vmbo-k,Montessori Lyceum Amsterdam - vwo,Calandlyceum - Kansrijk VWO - havo/vwo,Bernard Nieuwentijt College (Monnickendam) - v.a. havo,Hervormd Lyceum West - Tweetalig - vwo,Ir. Lely Lyceum - Technasium - v.a. vmbo-t,Hubertus & Berkhoff - v.a. vmbo-b,Sweelinck College - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,havo,Fons Vitae Lyceum - v.a. havo,Berlage Lyceum - Tweetalig - v.a. vmbo-t,Spinoza Lyceum - v.a. vmbo-t,SvPO Amsterdam - Kansrijk VWO - havo/vwo,Bredero Mavo - v.a. vmbo-t,Calandlyceum - vwo,Comenius Lyceum Amsterdam - v.a. vmbo-t,Lumion - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,havo,Montessori Lyceum Amsterdam - v.a. havo,Bindelmeer College - Kansrijk Kader - vmbo-b/k,Comenius Lyceum Amsterdam - v.a. vmbo-t,Mediacollege Amsterdam - vmbo-k,Hubertus & Berkhoff - Tweetalig - vmbo-k,Amsterdams Beroepscollege Noorderlicht - vmbo-k,Lumion - Kansrijk VWO - havo/vwo,Vox College - Kansrijk VWO - havo/vwo,Comenius Lyceum Amsterdam - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,havo,Havo de Hof - v.a. havo,Hervormd Lyceum West - v.a. vmbo-t,Wellantcollege Sloten - v.a. vmbo-b,Panta Rhei - Kansrijk Kader - vmbo-b/k,Mediacollege Amsterdam - Kansrijk Kader - vmbo-b/k,College De Meer - v.a. vmbo-b,Hervormd Lyceum West - Tweetalig - v.a. havo,Hervormd Lyceum Zuid - v.a. havo,Over-Y - havo,IJburg College - v.a. vmbo-b,Wellantcollege Sloten - vmbo-t,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,havo,Pieter Nieuwland College - v.a. havo,Panta Rhei - v.a. vmbo-b,IJburg College - v.a. vmbo-t,Bernard Nieuwentijt College (Monnickendam) - Kansrijk HAVO - vmbo-t/havo,Berlage Lyceum - Tweetalig - v.a. havo,Vox College - v.a. havo,Calvijn College - v.a. vmbo-b,Wellantcollege Linnaeus - v.a. vmbo-b,Cornelius Haga Lyceum - v.a. havo,Hervormd Lyceum West - Kansrijk VWO - havo/vwo,Lumion - v.a. vmbo-t,Hervormd Lyceum West - v.a. havo,DENISE - Denise Havo - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,havo,Damstede - v.a. havo,Clusius College - v.a. vmbo-b,Geert Groote College - Kansrijk VWO - havo/vwo,Cartesius Lyceum - v.a. havo,Marcanti College - v.a. vmbo-b,Marcanti College - v.a. vmbo-t,De nieuwe Havo - v.a. havo,Hervormd Lyceum Zuid - Universalis - vwo,Over-Y - havo,Spinoza20first - v.a. vmbo-t,Montessori Lyceum Oostpoort - v.a. havo,Fons Vitae Lyceum - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,havo,Montessori Lyceum Amsterdam - v.a. havo,Calandlyceum - Kansrijk HAVO - vmbo-t/havo,De Amsterdamse MAVO - v.a. vmbo-t,Geert Groote College - v.a. havo,Montessori Lyceum Amsterdam - Gymnasium - vwo,Zuiderlicht College - Talentendansklas - v.a. vmbo-b,Comenius Lyceum Amsterdam - Kansrijk HAVO - vmbo-t/havo,Ir. Lely Lyceum - Kansrijk HAVO-Technasium - vmbo-t/havo,Gerrit van der Veen College - vwo,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. vmbo-t,Cburg College - v.a. vmbo-b,Metis Montessori Lyceum - Technasium vwo - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,havo,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. havo,Spinoza Lyceum - vwo,Berlage Lyceum - Tweetalig - vwo,Pieter Nieuwland College - plus - vwo,Cburg College - Kansrijk Kader - vmbo-b/k,Mundus College - vmbo-k,Fons Vitae Lyceum - vwo,Marcanti College - vwo,Vox College - v.a. vmbo-b,Vox College - Kansrijk HAVO - vmbo-t/havo,Huygens College - Kansrijk Kader - vmbo-b/k,Alasca - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,havo,Montessori Lyceum Amsterdam - v.a. havo,Marcanti College - v.a. vmbo-b,Metis Montessori Lyceum - Coderclass of Metisprofiel vwo - vwo,Sweelinck College - Kansrijk HAVO - vmbo-t/havo,Panta Rhei - v.a. vmbo-b,Marcanti College - v.a. vmbo-t,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. vmbo-t,Open Schoolgemeenschap Bijlmer - vwo,Comenius Lyceum Amsterdam - Kansrijk VWO - havo/vwo,Sweelinck College - v.a. vmbo-t,Open Schoolgemeenschap Bijlmer - v.a. havo,Spinoza Lyceum - Gymnasium - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,havo,Lumion - v.a. havo,Comenius Lyceum Amsterdam - vwo,SvPO Amsterdam - Kansrijk VWO - havo/vwo,Alasca - vwo,Zuiderlicht College - Talentendansklas - v.a. vmbo-b,Calandlyceum - vwo,Het Amsterdams Lyceum - vwo,Vox College - v.a. havo,Hervormd Lyceum West - v.a. havo,Spinoza Lyceum - v.a. vmbo-t,Hervormd Lyceum West - Kansrijk HAVO - vmbo-t/havo,Metis Montessori Lyceum - Technasium havo/vwo - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
